,exog,endog,probabilities
12058,"[1, 0, 9, 0, 10, 29, 17, 33, 8, 28, 30, 7, 4, 1]",0,0.0013403511
24759,"[0, 0, 6, 0, 21, 33, 18, 25, 9, 31, 28]",0,0.001340321
14047,"[0, 0, 12, 0, 7, 28, 31, 30, 30, 29, 16, 8, 18, 2, 0, 9, 15]",0,0.0013402253
40001,"[1, 0, 3, 0, 13, 27, 30, 19]",0,0.0013401124
3902,"[1, 0, 5, 0, 27, 27, 19, 1, 29, 28]",0,0.0013400473
24122,"[1, 0, 5, 0, 1, 19, 29, 16, 19, 0]",0,0.0013400026
7389,"[1, 0, 8, 0, 12, 27, 18, 26, 16, 0, 1, 29, 18]",0,0.0013397544
17865,"[0, 0, 7, 0, 29, 26, 0, 9, 1, 18, 26, 8]",0,0.0013397116
13749,"[1, 0, 5, 0, 22, 30, 18, 28, 32, 26]",0,0.0013397014
35960,"[0, 1, 7, 0, 9, 29, 26, 0, 32, 27, 1, 1]",0,0.0013395981
34343,"[0, 0, 10, 1, 0, 8, 18, 8, 10, 30, 26, 29, 29, 8, 25]",0,0.001339556
23998,"[0, 0, 7, 0, 11, 0, 8, 18, 27, 30, 26, 28]",0,0.0013393888
5794,"[0, 0, 8, 0, 23, 28, 31, 18, 16, 31, 9, 28, 8]",0,0.0013390688
24599,"[1, 0, 11, 0, 28, 8, 31, 21, 19, 18, 16, 28, 30, 29, 33, 0]",0,0.0013390037
38234,"[1, 0, 3, 0, 29, 32, 26, 29]",0,0.0013389998
26375,"[1, 1, 2, 0, 24, 33, 27]",0,0.001338787
39087,"[0, 1, 10, 0, 20, 28, 8, 7, 26, 33, 8, 18, 18, 19, 0]",0,0.001338778
4948,"[0, 0, 5, 0, 16, 18, 9, 1, 27, 9]",0,0.0013386008
37146,"[1, 0, 1, 0, 27, 32]",0,0.0013382571
3300,"[1, 1, 3, 0, 21, 29, 32, 27]",0,0.0013382349
40509,"[0, 0, 7, 0, 27, 31, 26, 27, 19, 16, 1, 8]",0,0.0013381628
35576,"[1, 0, 8, 0, 4, 9, 27, 9, 29, 26, 7, 25, 18]",0,0.0013381597
17156,"[0, 1, 7, 0, 20, 29, 27, 15, 16, 29, 28, 0]",0,0.0013381303
24520,"[0, 0, 4, 0, 33, 27, 18, 1, 8]",0,0.0013381164
3232,"[0, 0, 6, 0, 30, 28, 31, 32, 33, 1, 25]",0,0.0013379342
41985,"[0, 0, 6, 0, 12, 30, 8, 28, 29, 33, 20]",0,0.0013377074
4524,"[1, 0, 9, 0, 19, 0, 30, 28, 25, 32, 27, 26, 25, 8]",0,0.0013375927
4731,"[0, 0, 11, 0, 19, 30, 9, 8, 8, 7, 1, 3, 31, 28, 28, 32]",0,0.001336616
7871,"[0, 1, 8, 0, 9, 17, 31, 28, 33, 28, 9, 7, 20]",0,0.001336294
15031,"[1, 0, 2, 0, 29, 27, 18]",0,0.0013362678
20713,"[0, 0, 6, 0, 22, 17, 27, 32, 33, 31, 10]",0,0.0013360019
38196,"[1, 0, 8, 0, 11, 27, 0, 15, 31, 8, 19, 29, 29]",0,0.0013356215
8912,"[1, 1, 9, 0, 28, 30, 27, 8, 32, 33, 18, 18, 33, 27]",0,0.0013355585
16414,"[1, 1, 9, 0, 9, 30, 26, 18, 31, 0, 16, 16, 19, 17]",0,0.001335509
26874,"[1, 0, 9, 0, 9, 29, 33, 31, 28, 28, 30, 19, 6, 7]",0,0.0013351502
32941,"[1, 1, 5, 0, 25, 29, 8, 28, 4, 0]",0,0.0013351103
22494,"[1, 0, 6, 0, 3, 9, 33, 16, 10, 27, 32]",0,0.0013351103
15580,"[1, 0, 4, 0, 32, 27, 29, 0, 29]",0,0.0013347969
13057,"[0, 0, 3, 0, 3, 9, 29, 19]",0,0.0013345884
8258,"[1, 0, 10, 0, 24, 29, 28, 32, 27, 30, 32, 9, 27, 8, 32]",0,0.0013345198
13920,"[1, 1, 2, 0, 22, 29, 27]",0,0.0013344244
9434,"[1, 0, 8, 0, 9, 17, 26, 18, 31, 0, 2, 17, 30]",0,0.0013343646
36394,"[0, 0, 3, 0, 29, 28, 0, 26]",0,0.0013343266
17108,"[1, 0, 4, 0, 18, 31, 17, 33, 0]",0,0.0013342618
21601,"[1, 0, 10, 1, 14, 29, 33, 30, 0, 27, 27, 27, 2, 29, 17]",0,0.0013342034
805,"[0, 0, 2, 0, 18, 31, 16]",0,0.0013341068
18391,"[0, 0, 2, 0, 18, 31, 16]",0,0.0013341068
9915,"[1, 0, 7, 1, 11, 29, 9, 27, 18, 32, 22, 28]",0,0.0013340596
30337,"[1, 1, 6, 0, 18, 26, 32, 31, 27, 17, 15]",0,0.0013339111
18098,"[0, 1, 5, 0, 23, 29, 17, 8, 1, 8]",0,0.0013337503
1203,"[0, 0, 10, 0, 21, 29, 28, 9, 28, 16, 7, 30, 30, 26, 30]",0,0.001333448
15174,"[0, 0, 1, 0, 11, 28]",0,0.0013332182
15605,"[1, 1, 5, 0, 27, 29, 27, 17, 25, 7]",0,0.0013330588
28991,"[0, 0, 7, 0, 17, 30, 26, 23, 16, 19, 16, 16]",0,0.0013328595
34102,"[0, 1, 5, 0, 20, 0, 18, 33, 31, 25]",0,0.0013327631
26932,"[0, 1, 4, 0, 14, 9, 0, 8, 29]",0,0.0013327415
3593,"[1, 0, 5, 0, 22, 27, 0, 11, 31, 26]",0,0.0013326653
13769,"[0, 0, 10, 0, 5, 27, 17, 29, 33, 30, 29, 31, 19, 32, 8]",0,0.001332612
22542,"[0, 0, 1, 0, 15, 18]",0,0.0013325112
38074,"[1, 0, 3, 0, 0, 30, 28, 16]",0,0.0013322727
30480,"[0, 0, 3, 0, 5, 27, 33, 31]",0,0.0013320803
1565,"[1, 0, 9, 0, 23, 31, 27, 8, 29, 29, 0, 25, 0, 18]",0,0.0013319929
29211,"[1, 0, 8, 0, 6, 8, 32, 31, 33, 29, 24, 27, 10]",0,0.0013318514
1038,"[1, 0, 7, 0, 27, 0, 18, 31, 25, 26, 8, 32]",0,0.0013318349
35706,"[1, 0, 8, 0, 6, 27, 29, 32, 31, 33, 28, 24, 32]",0,0.0013317608
28342,"[0, 0, 2, 0, 16, 25, 10]",0,0.001331738
13068,"[1, 0, 1, 0, 32, 27]",0,0.0013317347
41092,"[1, 0, 8, 0, 32, 9, 29, 28, 8, 25, 10, 18, 1]",0,0.0013316794
7908,"[1, 0, 5, 0, 5, 8, 27, 27, 33, 17]",0,0.0013315578
15588,"[0, 0, 10, 0, 20, 27, 33, 32, 32, 28, 19, 10, 25, 7, 17]",0,0.0013309048
15235,"[0, 0, 9, 0, 6, 26, 28, 30, 30, 10, 15, 1, 25, 0]",0,0.0013308858
32563,"[0, 0, 4, 0, 5, 29, 30, 32, 9]",0,0.0013306843
29345,"[0, 1, 10, 0, 4, 27, 28, 26, 19, 17, 0, 2, 28, 8, 11]",0,0.0013303193
9391,"[0, 0, 11, 1, 29, 28, 33, 28, 10, 8, 8, 31, 2, 33, 27, 33]",0,0.0013302965
35693,"[1, 1, 9, 0, 22, 0, 18, 29, 32, 31, 33, 17, 30, 15]",0,0.001329976
3633,"[0, 0, 5, 0, 15, 33, 26, 0, 32, 25]",0,0.0013299115
33834,"[1, 0, 3, 0, 16, 0, 8, 8]",0,0.0013297353
4759,"[0, 1, 4, 0, 7, 25, 28, 19, 29]",0,0.0013295739
9149,"[0, 0, 8, 0, 2, 0, 8, 9, 19, 19, 22, 27, 18]",0,0.0013293624
34724,"[1, 0, 6, 0, 28, 33, 9, 26, 29, 19, 7]",0,0.0013291053
27490,"[0, 0, 10, 1, 8, 28, 30, 9, 32, 26, 26, 8, 8, 26, 30]",0,0.0013290858
14646,"[0, 0, 2, 0, 31, 17, 16]",0,0.0013288528
34739,"[0, 0, 1, 0, 25, 18]",0,0.0013282797
3180,"[0, 0, 1, 0, 25, 18]",0,0.0013282797
39472,"[1, 0, 4, 0, 19, 28, 0, 33, 32]",0,0.0013279216
33986,"[0, 0, 10, 0, 10, 27, 31, 8, 7, 18, 29, 15, 26, 0, 31]",0,0.001327899
33130,"[1, 0, 10, 0, 3, 17, 27, 27, 29, 32, 30, 17, 9, 31, 33]",0,0.0013275506
7875,"[1, 0, 5, 0, 20, 18, 27, 1, 28, 30]",0,0.0013275424
1423,"[1, 0, 5, 0, 7, 27, 1, 9, 29, 19]",0,0.0013275108
18431,"[1, 1, 1, 0, 1, 29]",0,0.0013272364
11059,"[1, 0, 8, 0, 20, 30, 28, 31, 1, 0, 2, 0, 32]",0,0.001327057
18912,"[1, 0, 6, 0, 24, 32, 18, 9, 27, 8, 19]",0,0.0013269287
26986,"[1, 0, 3, 0, 23, 8, 30, 29]",0,0.0013268926
3758,"[1, 0, 8, 0, 17, 29, 27, 18, 30, 26, 28, 31, 15]",0,0.0013265066
19936,"[0, 0, 4, 0, 32, 32, 8, 19, 25]",0,0.0013264864
15690,"[1, 0, 9, 0, 11, 27, 29, 17, 29, 28, 1, 10, 9, 18]",0,0.0013264732
33537,"[1, 0, 4, 0, 11, 9, 33, 29, 28]",0,0.001326348
30362,"[0, 0, 6, 0, 15, 9, 27, 33, 30, 31, 12]",0,0.0013262319
10068,"[1, 0, 2, 0, 13, 29, 27]",0,0.0013262306
26954,"[1, 0, 8, 0, 20, 27, 19, 18, 0, 10, 32, 17, 16]",0,0.0013257747
7001,"[0, 0, 11, 0, 8, 29, 30, 28, 9, 17, 27, 31, 33, 9, 9, 17]",0,0.0013257085
40026,"[1, 1, 5, 0, 23, 33, 27, 33, 7, 30]",0,0.0013255235
27409,"[0, 1, 6, 0, 14, 28, 0, 27, 11, 30, 9]",0,0.0013252344
19167,"[1, 0, 4, 0, 13, 27, 28, 33, 10]",0,0.0013251486
10269,"[0, 0, 9, 0, 2, 30, 33, 26, 32, 27, 27, 20, 18, 27]",0,0.0013250451
10818,"[1, 0, 6, 0, 33, 33, 29, 25, 12, 31, 10]",0,0.0013249189
6036,"[0, 0, 3, 0, 20, 17, 32, 8]",0,0.0013249007
39990,"[0, 0, 7, 0, 9, 30, 32, 28, 7, 7, 31, 1]",0,0.0013245959
25044,"[0, 0, 8, 0, 29, 17, 28, 7, 27, 33, 31, 31, 2]",0,0.0013245334
24035,"[1, 0, 8, 0, 22, 8, 18, 16, 25, 26, 30, 32, 16]",0,0.00132449
16948,"[0, 0, 8, 0, 4, 27, 8, 31, 32, 25, 24, 32, 7]",0,0.0013242163
22459,"[1, 0, 9, 0, 32, 30, 0, 32, 27, 17, 33, 1, 1, 26]",0,0.0013238209
14855,"[1, 1, 11, 1, 15, 26, 30, 17, 8, 28, 17, 9, 6, 31, 30, 20]",0,0.0013236274
20087,"[1, 0, 7, 0, 21, 27, 29, 32, 25, 19, 0, 17]",0,0.0013235556
31110,"[0, 0, 10, 0, 18, 28, 17, 9, 29, 7, 27, 33, 11, 26, 8]",0,0.0013234547
16706,"[0, 0, 6, 0, 20, 28, 29, 18, 0, 30, 16]",0,0.0013232859
27810,"[0, 0, 3, 0, 20, 19, 30, 25]",0,0.0013230981
14912,"[0, 1, 9, 0, 18, 30, 29, 31, 9, 0, 24, 23, 26, 17]",0,0.0013228636
33106,"[0, 0, 6, 0, 25, 27, 30, 10, 30, 32, 0]",0,0.0013224687
16116,"[0, 0, 6, 0, 13, 30, 33, 32, 8, 7, 10]",0,0.0013224215
37573,"[0, 0, 6, 0, 27, 17, 31, 0, 27, 26, 9]",0,0.0013224051
25786,"[1, 0, 2, 0, 13, 29, 33]",0,0.001322322
3467,"[0, 0, 10, 0, 5, 0, 32, 29, 26, 10, 31, 8, 9, 19, 9]",0,0.0013221028
35961,"[1, 0, 3, 0, 15, 29, 9, 27]",0,0.0013220928
17821,"[0, 0, 6, 0, 33, 29, 28, 18, 31, 8, 8]",0,0.0013220538
33916,"[0, 0, 6, 0, 18, 32, 7, 13, 15, 17, 29]",0,0.0013219866
32616,"[1, 1, 7, 0, 18, 32, 31, 33, 18, 30, 30, 16]",0,0.0013217366
8212,"[1, 1, 12, 0, 25, 31, 33, 27, 16, 25, 1, 17, 28, 30, 9, 8, 18]",0,0.0013217101
6442,"[1, 1, 4, 0, 0, 31, 17, 0, 30]",0,0.0013216868
36813,"[0, 0, 4, 0, 3, 26, 9, 28, 0]",0,0.0013216749
31909,"[1, 1, 1, 0, 19, 32]",0,0.0013216673
20707,"[1, 1, 5, 0, 28, 28, 17, 9, 11, 29]",0,0.0013215351
32486,"[1, 1, 8, 0, 5, 32, 30, 28, 17, 26, 24, 8, 8]",0,0.0013215037
15183,"[1, 0, 4, 0, 10, 27, 33, 32, 25]",0,0.0013214471
34151,"[0, 1, 6, 0, 32, 28, 30, 19, 11, 9, 33]",0,0.0013211223
25255,"[0, 0, 5, 0, 14, 18, 16, 31, 1, 25]",0,0.001321113
256,"[1, 0, 5, 0, 7, 29, 0, 25, 0, 26]",0,0.0013210028
6444,"[0, 0, 10, 0, 21, 0, 30, 29, 31, 27, 32, 10, 31, 30, 33]",0,0.0013209021
14077,"[0, 0, 4, 0, 6, 30, 0, 2, 19]",0,0.0013208801
20219,"[1, 0, 8, 0, 10, 27, 18, 9, 18, 10, 1, 32, 8]",0,0.0013207184
26936,"[0, 0, 6, 0, 27, 29, 1, 33, 27, 19, 18]",0,0.0013205236
15250,"[0, 0, 6, 0, 16, 28, 29, 9, 15, 7, 27]",0,0.0013204468
14343,"[0, 0, 2, 0, 23, 17, 18]",0,0.0013200484
10704,"[1, 0, 6, 0, 33, 30, 0, 31, 7, 28, 22]",0,0.0013198635
4689,"[0, 1, 8, 0, 16, 31, 32, 33, 32, 10, 25, 7, 0]",0,0.0013197076
25831,"[0, 0, 8, 0, 3, 30, 30, 18, 31, 33, 33, 24, 17]",0,0.0013193268
33714,"[0, 1, 7, 0, 8, 30, 31, 9, 9, 27, 20, 19]",0,0.0013191472
22402,"[1, 0, 6, 0, 5, 27, 26, 33, 32, 16, 32]",0,0.0013190327
1177,"[1, 0, 4, 0, 10, 32, 27, 17, 29]",0,0.0013189688
18425,"[0, 0, 7, 0, 17, 29, 8, 27, 12, 27, 0, 0]",0,0.0013189047
33772,"[1, 0, 6, 0, 13, 17, 18, 0, 32, 19, 9]",0,0.0013188455
30230,"[1, 0, 5, 0, 30, 8, 26, 28, 22, 27]",0,0.0013188142
13706,"[0, 0, 2, 0, 14, 32, 8]",0,0.0013186076
18656,"[0, 0, 7, 0, 12, 26, 8, 18, 0, 7, 30, 28]",0,0.0013185856
13270,"[0, 1, 2, 0, 29, 28, 26]",0,0.001318555
5706,"[0, 1, 10, 0, 27, 30, 29, 0, 7, 26, 16, 10, 25, 0, 1]",0,0.0013184965
23352,"[1, 0, 5, 0, 31, 30, 18, 19, 28, 26]",0,0.0013183991
35012,"[0, 0, 3, 0, 32, 29, 26, 8]",0,0.0013182579
17986,"[1, 0, 7, 0, 5, 8, 10, 18, 8, 9, 31, 17]",0,0.0013182503
13495,"[1, 1, 7, 0, 18, 26, 16, 26, 30, 16, 32, 32]",0,0.0013182334
2944,"[1, 0, 5, 0, 1, 30, 16, 9, 11, 17]",0,0.0013181168
19629,"[0, 1, 6, 0, 0, 28, 30, 18, 32, 29, 7]",0,0.0013180966
10392,"[1, 0, 5, 0, 27, 29, 31, 26, 18, 9]",0,0.001317934
2394,"[0, 0, 1, 0, 7, 18]",0,0.0013173806
7642,"[0, 0, 1, 0, 7, 18]",0,0.0013173806
13689,"[1, 0, 2, 0, 26, 0, 27]",0,0.0013173705
21149,"[1, 0, 7, 0, 12, 27, 33, 28, 27, 19, 16, 7]",0,0.0013172997
5112,"[0, 0, 4, 0, 11, 29, 9, 33, 19]",0,0.0013172802
29463,"[0, 0, 5, 0, 3, 32, 16, 8, 7, 32]",0,0.0013172664
23071,"[1, 0, 7, 0, 13, 29, 29, 17, 31, 25, 33, 18]",0,0.0013172319
17414,"[1, 0, 5, 0, 8, 27, 18, 18, 33, 8]",0,0.0013172308
24657,"[0, 0, 5, 0, 19, 31, 17, 18, 32, 26]",0,0.001317131
31556,"[0, 0, 6, 0, 5, 33, 24, 31, 9, 29, 29]",0,0.0013170269
11247,"[0, 1, 7, 0, 30, 30, 29, 28, 8, 26, 14, 13]",0,0.0013170155
34945,"[1, 0, 4, 0, 31, 8, 33, 28, 18]",0,0.0013169127
16967,"[1, 0, 11, 0, 17, 28, 33, 30, 18, 31, 20, 25, 29, 29, 8, 15]",0,0.001316643
12278,"[0, 0, 3, 0, 14, 30, 33, 25]",0,0.0013165734
33379,"[1, 1, 7, 0, 17, 17, 28, 31, 18, 18, 22, 32]",0,0.0013165628
7166,"[1, 0, 4, 0, 5, 0, 32, 29, 1]",0,0.0013164863
19639,"[1, 0, 9, 0, 1, 0, 29, 27, 10, 28, 31, 31, 12, 18]",0,0.0013163472
23894,"[1, 0, 4, 0, 19, 8, 32, 16, 32]",0,0.0013162977
33069,"[1, 0, 4, 0, 3, 31, 7, 29, 17]",0,0.0013161823
22172,"[1, 1, 3, 0, 14, 0, 17, 27]",0,0.0013160249
15593,"[1, 0, 8, 0, 32, 27, 30, 12, 19, 18, 30, 31, 7]",0,0.0013159284
18148,"[1, 0, 8, 0, 29, 27, 32, 9, 8, 32, 27, 0, 25]",0,0.0013159222
30871,"[0, 1, 9, 0, 6, 28, 30, 2, 27, 1, 33, 17, 18, 26]",0,0.0013158745
11021,"[1, 0, 6, 0, 1, 9, 33, 26, 30, 9, 29]",0,0.0013158739
2039,"[0, 0, 11, 0, 14, 9, 29, 9, 17, 30, 18, 25, 10, 19, 8, 27]",0,0.0013157204
37495,"[0, 1, 9, 0, 20, 28, 26, 18, 8, 8, 30, 32, 16, 8]",0,0.0013155055
27999,"[0, 0, 6, 0, 32, 9, 0, 1, 16, 30, 30]",0,0.0013154423
22046,"[0, 0, 6, 0, 6, 8, 18, 26, 26, 29, 16]",0,0.001315188
37579,"[1, 0, 5, 0, 9, 27, 29, 1, 26, 32]",0,0.0013149994
16809,"[1, 0, 3, 0, 18, 32, 10, 32]",0,0.0013149675
15107,"[1, 0, 2, 0, 4, 9, 28]",0,0.0013148837
37474,"[0, 0, 7, 0, 8, 26, 31, 28, 28, 20, 17, 25]",0,0.0013145362
25760,"[1, 1, 8, 0, 28, 30, 31, 33, 6, 7, 31, 27, 29]",0,0.0013145298
30045,"[1, 0, 4, 0, 19, 29, 31, 18, 27]",0,0.0013143703
12186,"[1, 1, 6, 1, 2, 9, 0, 1, 33, 30, 29]",0,0.0013143427
16399,"[0, 0, 9, 1, 19, 28, 33, 8, 10, 16, 14, 31, 10, 19]",0,0.0013142944
8094,"[0, 1, 3, 0, 24, 30, 32, 8]",0,0.0013142888
17490,"[0, 0, 5, 0, 18, 29, 26, 15, 33, 28]",0,0.0013142838
31268,"[0, 0, 5, 0, 14, 10, 18, 11, 28, 33]",0,0.0013139378
37077,"[1, 0, 5, 0, 3, 27, 17, 26, 19, 0]",0,0.0013139045
31891,"[0, 0, 9, 0, 29, 31, 33, 9, 31, 19, 8, 11, 32, 0]",0,0.001313687
19784,"[1, 1, 12, 0, 5, 30, 26, 16, 17, 19, 33, 27, 32, 7, 30, 24, 4]",0,0.0013136526
21642,"[0, 1, 5, 0, 4, 29, 31, 18, 7, 0]",0,0.0013135531
26707,"[1, 0, 3, 0, 13, 27, 18, 29]",0,0.0013134155
4316,"[1, 1, 7, 0, 10, 28, 33, 31, 20, 1, 33, 0]",0,0.0013133829
1572,"[1, 0, 5, 0, 21, 27, 0, 18, 26, 17]",0,0.0013133654
6078,"[0, 0, 6, 0, 0, 19, 26, 0, 7, 8, 19]",0,0.0013129788
35055,"[1, 1, 9, 0, 27, 28, 32, 18, 25, 17, 0, 0, 9, 10]",0,0.0013128245
34845,"[0, 0, 10, 0, 32, 28, 26, 17, 32, 26, 14, 25, 33, 27, 27]",0,0.0013127669
35455,"[1, 1, 4, 0, 9, 18, 25, 8, 9]",0,0.0013126351
19274,"[1, 1, 7, 0, 26, 29, 17, 9, 31, 28, 0, 22]",0,0.0013125233
27768,"[1, 0, 11, 1, 5, 18, 29, 9, 10, 18, 7, 28, 31, 27, 30, 30]",0,0.0013124213
23126,"[0, 0, 9, 0, 32, 30, 29, 26, 19, 10, 9, 12, 32, 19]",0,0.0013124045
30047,"[0, 1, 4, 0, 14, 29, 7, 17, 16]",0,0.0013122077
19018,"[2, 0, 6, 0, 17, 28, 33, 31, 10, 30, 12]",0,0.0013121832
39904,"[1, 0, 8, 0, 31, 32, 30, 0, 26, 19, 15, 17, 32]",0,0.001311666
12295,"[1, 0, 8, 0, 9, 30, 0, 28, 8, 33, 9, 22, 16]",0,0.0013115823
8374,"[0, 0, 9, 0, 4, 29, 27, 32, 16, 10, 33, 13, 9, 19]",0,0.0013113867
31178,"[1, 0, 9, 0, 11, 9, 17, 29, 27, 8, 16, 1, 10, 10]",0,0.001311117
38264,"[1, 0, 4, 0, 3, 26, 33, 32, 8]",0,0.0013111094
11590,"[0, 1, 7, 0, 28, 30, 8, 32, 18, 26, 29, 15]",0,0.0013110358
3247,"[0, 0, 8, 0, 25, 27, 18, 33, 7, 31, 31, 21, 28]",0,0.001310788
37352,"[1, 1, 5, 0, 29, 8, 28, 21, 32, 17]",0,0.0013107656
18311,"[0, 1, 9, 0, 29, 28, 29, 31, 16, 15, 16, 4, 18, 29]",0,0.0013106145
27453,"[0, 0, 7, 0, 11, 9, 0, 33, 31, 25, 26, 28]",0,0.0013104503
36202,"[1, 0, 3, 0, 10, 27, 26, 29]",0,0.0013104329
6126,"[1, 0, 7, 0, 18, 29, 27, 0, 27, 18, 9, 26]",0,0.0013102593
21590,"[0, 0, 8, 0, 28, 8, 32, 29, 27, 20, 32, 17, 16]",0,0.0013100335
24524,"[0, 0, 8, 1, 23, 7, 17, 29, 31, 9, 32, 32, 33]",0,0.0013097939
23490,"[1, 1, 8, 0, 5, 17, 10, 9, 29, 25, 8, 1, 0]",0,0.0013096344
8495,"[0, 0, 1, 0, 12, 0]",0,0.0013096068
2533,"[0, 0, 8, 0, 6, 29, 28, 32, 33, 30, 29, 9, 11]",0,0.0013095632
35769,"[1, 0, 2, 0, 3, 31, 32]",0,0.0013095221
11013,"[0, 0, 3, 0, 2, 28, 0, 33]",0,0.0013094946
11189,"[1, 0, 1, 0, 29, 27]",0,0.0013094617
5084,"[1, 0, 8, 0, 15, 28, 32, 30, 20, 8, 7, 7, 7]",0,0.0013094585
21073,"[0, 0, 9, 1, 17, 28, 31, 30, 7, 25, 10, 32, 32, 26]",0,0.0013093089
15995,"[0, 1, 6, 0, 10, 32, 31, 33, 29, 26, 27]",0,0.0013090583
3321,"[0, 1, 4, 0, 32, 30, 7, 8, 16]",0,0.0013089615
10623,"[0, 0, 2, 0, 19, 32, 19]",0,0.0013087939
3052,"[1, 1, 9, 0, 27, 27, 32, 18, 19, 0, 0, 10, 29, 17]",0,0.0013087896
6397,"[0, 0, 7, 0, 0, 30, 19, 26, 7, 1, 17, 26]",0,0.0013087341
2210,"[1, 0, 4, 0, 12, 26, 28, 27, 1]",0,0.0013086861
40256,"[0, 0, 9, 0, 6, 0, 9, 28, 12, 10, 16, 28, 17, 17]",0,0.0013085029
29321,"[0, 0, 9, 0, 12, 29, 17, 33, 31, 0, 16, 20, 8, 0]",0,0.0013084006
2151,"[0, 0, 7, 0, 17, 29, 8, 7, 17, 9, 18, 18]",0,0.0013079852
3211,"[0, 1, 3, 0, 29, 17, 0, 33]",0,0.0013076955
27794,"[1, 1, 8, 0, 21, 32, 27, 27, 29, 25, 29, 4, 28]",0,0.0013076888
22870,"[0, 0, 2, 0, 14, 31, 33]",0,0.0013072455
2129,"[0, 0, 7, 0, 21, 18, 16, 32, 26, 10, 28, 18]",0,0.0013071956
15214,"[1, 0, 6, 0, 19, 9, 32, 7, 0, 18, 26]",0,0.0013071795
10591,"[1, 0, 5, 0, 27, 26, 33, 19, 29, 0]",0,0.0013070693
9458,"[1, 1, 8, 0, 4, 9, 32, 27, 0, 7, 9, 29, 7]",0,0.0013069635
39032,"[0, 0, 9, 0, 13, 28, 33, 32, 10, 17, 15, 31, 15, 31]",0,0.0013068713
16794,"[0, 0, 7, 0, 19, 30, 8, 1, 8, 25, 0, 26]",0,0.0013066715
4432,"[1, 1, 2, 0, 32, 0, 17]",0,0.0013066254
18442,"[0, 0, 2, 0, 21, 31, 29]",0,0.0013057055
4295,"[1, 0, 7, 0, 29, 29, 31, 19, 10, 9, 1, 24]",0,0.0013052499
41708,"[0, 1, 7, 0, 26, 31, 32, 29, 27, 9, 5, 19]",0,0.0013051255
20640,"[1, 0, 6, 0, 24, 33, 17, 30, 31, 9, 14]",0,0.0013050858
37434,"[0, 1, 6, 0, 5, 30, 8, 26, 33, 1, 0]",0,0.001305069
24165,"[1, 0, 10, 0, 16, 18, 27, 28, 31, 7, 26, 1, 26, 31, 17]",0,0.0013050498
28094,"[1, 0, 1, 0, 11, 30]",0,0.0013050297
16776,"[1, 1, 2, 0, 1, 9, 28]",0,0.0013046272
5068,"[0, 0, 11, 0, 9, 27, 32, 18, 0, 7, 19, 33, 19, 8, 8, 27]",0,0.0013045936
15489,"[0, 1, 1, 0, 8, 32]",0,0.0013045844
34937,"[0, 0, 8, 0, 3, 30, 29, 32, 31, 33, 25, 33, 11]",0,0.001304457
30309,"[1, 0, 5, 0, 24, 30, 31, 29, 23, 31]",0,0.0013044346
31546,"[0, 0, 9, 0, 27, 8, 6, 27, 29, 28, 32, 0, 30, 31]",0,0.0013043475
32287,"[0, 0, 5, 0, 28, 27, 33, 20, 8, 29]",0,0.0013043147
27825,"[1, 0, 7, 0, 7, 33, 27, 18, 16, 10, 18, 32]",0,0.0013042961
29279,"[0, 0, 8, 0, 28, 3, 27, 30, 28, 8, 19, 7, 26]",0,0.0013038812
40742,"[0, 1, 9, 1, 10, 28, 8, 18, 27, 32, 17, 16, 17, 33]",0,0.0013037564
5450,"[1, 0, 5, 1, 13, 9, 26, 10, 30, 19]",0,0.0013037154
20769,"[1, 0, 4, 0, 21, 26, 28, 29, 26]",0,0.0013035379
34344,"[1, 0, 3, 0, 19, 31, 32, 9]",0,0.0013031805
33650,"[0, 0, 9, 1, 14, 17, 30, 17, 8, 29, 5, 0, 10, 16]",0,0.0013031283
30587,"[0, 0, 7, 0, 10, 27, 30, 9, 7, 32, 33, 30]",0,0.0013030539
22447,"[0, 0, 8, 0, 15, 30, 32, 31, 29, 28, 7, 19, 6]",0,0.0013029929
31119,"[1, 0, 6, 0, 29, 17, 0, 31, 33, 10, 12]",0,0.0013028416
32639,"[0, 1, 7, 0, 9, 33, 31, 8, 0, 27, 30, 24]",0,0.0013028223
39325,"[1, 0, 7, 0, 22, 30, 31, 8, 29, 9, 32, 5]",0,0.0013028167
20701,"[1, 0, 7, 0, 5, 27, 8, 28, 18, 27, 0, 30]",0,0.0013027523
6998,"[0, 1, 7, 0, 2, 17, 8, 30, 29, 0, 14, 26]",0,0.0013026579
16638,"[1, 0, 9, 0, 16, 18, 29, 18, 27, 33, 32, 0, 8, 26]",0,0.0013024111
23298,"[1, 0, 9, 0, 21, 28, 32, 31, 28, 32, 18, 17, 19, 17]",0,0.0013023728
25062,"[1, 0, 10, 0, 12, 16, 26, 28, 9, 29, 19, 25, 29, 9, 9]",0,0.0013021419
9773,"[0, 0, 4, 0, 27, 17, 8, 31, 20]",0,0.0013021004
39805,"[0, 0, 6, 0, 31, 30, 14, 29, 9, 31, 18]",0,0.001301742
7399,"[1, 0, 7, 0, 25, 28, 28, 33, 10, 0, 1, 26]",0,0.0013017165
41913,"[0, 0, 3, 0, 20, 27, 17, 0]",0,0.001301636
14697,"[0, 1, 2, 0, 29, 18, 0]",0,0.0013014512
27062,"[0, 0, 3, 0, 23, 30, 26, 9]",0,0.0013013341
